#Tweet_ID	Tweet_text	Topic	Sentiment_label	Sentiment_label_confidence	Speech_act_label	Speech_act_label_confidence
926562086976675840	" ههههه الخرائط تثبت ان تيران و صنافير سعودية 😂😂بطلوا شغل كيد النساء	Long_Standing	Negative	0.67	Expression	1
929676697372446720	مدرب غانا يكشف لماذا لا يفرح بغياب محمد صلاح https://t.co/io3eGbgs0b https://t.co/n1fWdK0FZ	Entity	Neutral	1	Assertion	1
929060064434052992	بعد قليل مباراة الجزائر - نيجيريا تصفيات كأس العالم | حفيظ دراجي شاهد المباراة : https://t.co/5NMliI9lDs حمل تطبيق... https://t.co/7iLrbQdRLb	Event	Neutral	1	Assertion	1
932052312666918913	لﻷسف لم تكن لبنان أول ناكرين الجميل فلن ننسى أزمة الخليج وصدام وعرفات وعلي صالح وماقدمته لهم السعودية ثم طعنوها واﻵن قطر .. ويحكم ياعرب	Entity	Negative	1	Expression	1
929973899726655489	شارك بتصويت «BBC» لدعم محمد صلاح للحصول على جائزة الأفضل بأفريقيا https://t.co/t1Q0l0UlP	Entity	Positive	0.66	Request	0.67
928977816984608768	" محمد صلاح وميسى ضمن أفضل 12 لاعباً ""أشول"" فى العالم #محمد_صلاح https://t.co/5tijqWm0yw https://t.co/1weFSvzvKM"	Entity	Neutral	1	Assertion	1
928032638581071873	مساء الأنوار - اتليتكو مدريد يريد الحصول على خدمات محمد صلاح مقابل 50 مليون استرليني https://t.co/icjghXLSxU	Entity	Neutral	0.65	Assertion	0.65
927452679655305216	بمراجعة مشهد الربيع العربى تجد حكاماً أذكياء لم يفرطوا ولم يخسروا ولم تضر أوطانهم،وآخرين أغبياء منهم من فر أوقُتل وتهدمت أوطانهم	Long_Standing	Mixed	0.66	Expression	1
929377209441284096	ليلة كروية أفريقية حاسمة في #تصفيات_كأس_العالم لأفريقيا، وكل التمنيات بالتوفيق لكل مم #المغرب و #تونس اللي يكفيهم التعادل للصعود. -- كوت ديفوار والمغرب .. 7:30 م تونس وليبيا .. 8:30 م -- https://t.co/KEZhIRxREP	Event	Positive	0.66	Assertion	0.67
930537705322242048	#حصار_قطر والله عيب عليكم شروط السفر للبحرين للقطريين 👎🏽 https://t.co/OPUYeo10XT	Entity	Negative	1	Expression	1
929073603563339776	ولي العهد السعودي يلتقي قيادات الاصلاح...ويناقش معهم عدد من القضايا على الساحة الوطنية اللقاء يرسل رسائل عديدة إيجابية ابرزها حسم المعركة وانهاء اللقاء https://t.co/JaC5BgwbUO	Event	Neutral	1	Assertion	1
930443484309449984	يناير اللي خلصتنا من ظلم وطغيان الشرطة وجبروت الوزراء والواسطة ثورة حقيقية مش محصورة ف الاشكال الوسخة زي دومة وماهر وحازم بطل فتي يادندراوي	Long_Standing	Mixed	0.34	Expression	1
928881721738752000	فيديو هدف مباراة سويسرا 1-0 ايرلندا ش ..تصفيات كأس العالم https://t.co/158mAgf9fO https://t.co/Yqq1gsBeRw	Event	Neutral	1	Assertion	1
928012565233496065	ان مايحدث في المنطقة اكبر من ضربة استباقية او حرب خاطفة ... هوا الحلقة الثانية من الربيع العربي الشرق أوسطي	Long_Standing	Negative	0.36	Expression	0.7
930090044588773376	وزير الخارجية #القطري السلوك التصعيدي بين #السعوديه #شريفه قد يؤدى الى ازمه جديدة لا تحملها المنطقه #شريفه دوله جارة زلدينا معها مصالح مشتركه ويجب حل الازمة ياروح ماما صعبت عليه #قطر_تمول_الارهاب	Entity	Negative	0.69	Expression	1
928949200888483840	استاذنا انور مالك تخلى و نسي قضاياه الجوهرية وكأس جهده للدفاع والتمترس على ال سعود وليس السعوديه ماذا عن إعلام دول حصار قطر لايوجد إيجابيات للتحالف عدا مغادرة قطر	Entity	Negative	1	Expression	0.69
928876357895024641	فديو لجميع اهداف فخر العرب محمد صلاح الـ 10 😍❤️🤙🏻 #ليفربول https://t.co/vyrW4o9W0Z	Entity	Positive	0.67	Assertion	1
929232664737013760	#هذا_الصباح| محمد فتحي عضو غرفة شركات السياحة: فكرة #منتدى_شباب_العالم ذكية جدا لان الشباب يمثل نصف سكان العالم #eXtranews	Event	Neutral	0.66	Assertion	0.66
928002359254495233	#محمد_صلاح مطلوب في #أتلتيكو_مدريد الإسبانى مقابل 55 مليون يورو https://t.co/weblrgoIgJ	Entity	Neutral	1	Assertion	1
930336705407847936	⚽ خروج ايطاليا من تصفيات كاس العالم اليوم علي يد السويد بالتعادل بعد 60 عام بدون انقطاع عن المونديال	Event	Neutral	0.66	Assertion	1
927495813365977091	محمد صلاح هذا الموسم..سجل 12 هدفا صنع 3 اهداف#هيدو https://t.co/vQWWHhKrFR	Entity	Positive	0.69	Assertion	1
930176439529496576	دولة #قطر تفتح تحقيقًا لكشف حقيقة معلومات عن محاولة التلاعب بعملتها في الأيام الأولى لـ #حصار_قطر ..#الإمارات #الأزمة_الخليجية#أبوظبي_عاصمة_الدمار_العربي https://t.co/J2OTBdDFUN	Entity	Neutral	1	Assertion	1
928593016402731008	مرتضى منصور: مجلس الزمالك يستبعد المزورين.. والمحكمة تؤيد استبعادهما (فيديو)المزيد من التفاصيل: https://t.co/SOHLeDy5zJ	Entity	Neutral	1	Assertion	1
927783235374977029	بالصور| شرم الشيخ تتلألأ خلال منتدى شباب العالم #ضجة_الاخباري https://t.co/aOwm6nNo1n	Event	Neutral	1	Assertion	1
927186098278813697	كل يوم - عمرو أديب يقرأ مذكرات بن لادن ويكشف عن مفاجأة كبرى بشأن ثورات الربيع العربي#ON_E | #كل_يوم | #عمرو_اديبhttps://t.co/Uu9bmhSSZ	Long_Standing	Neutral	0.69	Assertion	0.69
927551566885937152	قناة فرانس 24/ قراءة في صحف الخليج - ولي العهد السعودي يسعى لإحكام قبضته قبل تتويجه ملكا - عبر نبض https://t.co/GM0n8Opfm	Event	Neutral	1	Assertion	1
929173786330583040	قصة اقناع بوش الاب لصدام ليدخل الكويت غير موثقة وهدفها الاساسي انكار الخلافات العربية مثل اوهام تيران وصنافير وغيرها	Long_Standing	Negative	0.7	Expression	1
927967670556876800	" الربيع العربي الحقيقي هو ما يحدث في السعودية بالقضاء على الفساد والحفاظ على موارد الوطن هذا هو ربيعنا""إصلاح وعداله"" لا""ربيع الخراب والتشرد"""	Long_Standing	Positive	0.64	Expression	1
931983476835995648	ياعم يا عسكري ماهينور دي عملت ايه عامل عليها دكر ماتشوف سعادة البيه هي الرجولة كدة احيه يا شيخ احيه #تيران_وصنافير_مصرية مصرية #الحرية_لماهينور https://t.co/Q6LdgczinW	Long_Standing	Negative	1	Expression	0.65
927835352198533120	#عاجل | #السيسى: معدلات المواليد ضخمة والشعب لا يقتنع بطفلين فقط.. فيديو🎥#صدى_البلد #البلد #منتدى_شباب_العالمhttps://t.co/i5x0us0TqY	Event	Neutral	0.69	Assertion	1
932179933039939584	السعودية خسرت في جبهتين مهمتين ولازالت تخسر وفتح جبهه ثالثه خطر كبير وسوف يفككها وهذا ماجعل مصر تغير موقفها...ولاتنسى السياسة الداخلية باسم محاربة الفساد سوف يرجع سلبا على السعودية ويسهل من اختراقها	Event	Negative	0.68	Expression	1
930032532392988673	أحمد مرتضى منصور: لسنا متخذي قرار استبعاد «سليمان» من انتخابات الزمالك (فيديو) https://t.co/ltfJq2DLs	Entity	Neutral	1	Assertion	1
929043135270936064	"٢_ دا من الجانب الطائفي طيب والسياسي!هو في الأساس فجر سعودي وتدخل سافر في شؤن لبنان يعني معركه خسرانه قبل متبدا وبكده يبقي بانت الدوافع الحقيقية وراء ظاهره ""محاربه الفساد ""في السعوديه خروف السعوديه بيلم تكاليف الحرب الجديده علي لبنان بس هيخسر في الآخر حرب وحكم. Alshimaa Nada"	Event	Negative	0.68	Expression	1
927826565983072256	#منتدي_شباب_العالم ممكن لما تخلصوا تطلعونا بقى بانجازات المؤتمر ايه وجه الاستفادة اللى مصر هتستفديها منه ؟ الكلام ببلاش	Event	Negative	0.67	Expression	1
929817438354657280	" بعد مقاطعة قطر لم يفتيء يسب الحكومات المتسلطة وغض الطرف عن كل مايمت لقطر ""المحاصرة"" حسب رأيه وكأنها واحة الديموقراطية والعدالة،لم يلتزم بأوامر حاكم بلده بعدم الخوض في الفتنة بل واصل ظهوره على الجزيرة وفي السنابشات دفاعا عن قطر المحاصرة وبعدها بدأ برنامجاً على قناة العربي القطرية https://t.co/ZaV9quAJFg"	Entity	Negative	0.67	Expression	1
929427423015383040	وكيل وزارة الداخلية بحكومة الوفاق الوطني فرج قعيم، يتهم خليفة حفتر بتدبير محاولة اغتياله يوم الأحد الماضي، واستهداف معسكره في بنغازي أمس الجمعة، وتوعده بشن حرب ضد قواته.	Event	Neutral	0.66	Assertion	1
926853989660061696	مش ده التاريخ اللي خدناه ف المدارس #تيران_وصنافير_مصريهِ https://t.co/ndG3a99KlB	Long_Standing	Negative	1	Expression	1
928657029723557888	مرتضى منصور النسخة الكويتية .. https://t.co/R0kiIY4asa	Entity	Neutral	0.35	Expression	0.65
927375289855946752	د. ياسر عبدالعزيز يكتب: هل نجحت سياسة مقاطعة قطر؟https://t.co/ONwD1ck4RR	Entity	Neutral	0.66	Question	0.68
928336704003563520	أول تعليق لـ «محمد صلاح» على عرض أتليتكو مدريدhttps://t.co/yJmBadqSmg https://t.co/buIR4xzsGR	Entity	Neutral	1	Assertion	1
929103950791495680	مشاهدة مباراة الدنمارك وايرلندا بث مباشر تصفيات كأس العالم 2018 بتاريخ 11-11-2017 يلا شوت denmark vs ireland https://t.co/iv7n2CaJjo https://t.co/IogHExxFIU	Event	Neutral	1	Assertion	1
931907783049531392	جووووووووووووووووول ولا أحلى ولا أجمل من محمد صلاح 👌👌👌👌👌👌👌😍😍😍😍😍	Entity	Positive	1	Expression	1
931234689582600208	ثورة 25 يناير هى أعظم حاجة حصلت فى تاريخ مصر ..وأجمل حاجة شفتها فحياتى ..❤ https://t.co/vRdiGXUveK	Long_Standing	Positive	1	Expression	1
930162557624733696	ايطاليا في السان سيرو لعبت 42 مباراة 🇮🇹31 فوز11 تعادلبدون أي خسارة سواء رسمياً أو ودياً !آخر تأهل من الملحق كان في نفس الملعب 1998ايطاليا المنتخب الوحيد عبر التاريخ الذي لم يخسر على أرضه في كأس العالم سواء تصفيات أو نهائيات .	Event	Neutral	1	Assertion	0.67
928360014393364486	مهام كلٍ من:#عزمي_بشارة=عراب التغيير(الربيع العربي)و#محمد_دحلان=عراب(الثورات المضادة)و#باسم_عوض_الله=عراب(الخصخصة).جميعهم مدمرون!	Long_Standing	Negative	0.66	Expression	0.66
929789442902188032	بعيدا عن حب شيكابالا ❤ انجاز جديد ينضم الى بطولات الزمالك بعد احراز شيكابالا هدف فى تصفيات كاس العالم 😌!!	Event	Positive	1	Expression	1
929414771648204032	تصفيات كأس_العالم : #المغرب يقترب من التأهل بعدما أنهى الشوط الأول متقدما على #ساحل_العاج 2-0 و #تونس تنهي الشوط... https://t.co/aUotJSUaAu	Event	Neutral	1	Assertion	1
929999646205857792	تصدر وسم #السيسي_سهوكة الاعلي تداول فمصر تحت رعايه بقايا ثوره يناير والروح التي تسكن داخلهم والله المستعان https://t.co/rIK740OsPH	Long_Standing	Negative	1	Expression	1
932194941849292800	Retweeted ثـورة 25 ينـاير 2011 (): وسع الطريق #محمد_محمود https://t.co/dufMC3MBry https://t.co/EP6T8pOkRJ	Long_Standing	Neutral	0.67	Expression	0.67
930388702471376896	عموري ماسوا شي في تصفيات كأس العالم هالسنه وماسوا شي في دوري ابطال اسيا نقاط خريبين والصيني اكثر منه	Event	Negative	0.68	Expression	0.68
929821098648186881	هاجمنا #تامر_ابوعرب لحضوره #منتدي_ شباب_العالم او النظام بمعني أصح و زي ما هجمناه من حقه علينا أننا ننشر مقاله عن هذا المنتدي تحت عنوان : (منتدى شباب العالم.. التسويق قبل السلعة) https://t.co/D0nbU7ZkdY	Event	Mixed	0.67	Expression	0.67
929346937886838016	#خبير_استيراتبجي_في_دولتنا_العبيطة الخبير العسكري ( حمدي بخيت ) في خلال 24 ساعة لو مصر قامت بوضع عوامات اتزان وكابلات بوتباتين صلبة عند جزيرتي تيران وصنافير وفي سرية تامة نقدر ( نشد ) الجزيرتين ناحية المياه الاقليمية المصرية ونسحبهم ناحيتنا من غير السعوديين ماياخدوا بالهم https://t.co/HNqnVYKuq	Long_Standing	Negative	1	Expression	1
928777665305284609	#بطولات - نجوم ريال مدريد يطالبون بمشاركة بنزيما في كأس العالم https://t.co/KSCeGLoqoL	Event	Neutral	0.69	Assertion	1
928962327432564736	ماكرون يبحث مع ولي العهد السعودي أمن المنطقة والبرنامج الصاروخي الإيراني https://t.co/R3IIUDdjGd https://t.co/oXfLtzXpSt	Event	Neutral	1	Assertion	1
931542876596600832	بالصور | مرتضى منصور يصدر كتيب يتضمن مافعله فى الزمالك خلال 4 سنوات https://t.co/9HpfsAZKYg #الزمالك #زمالك	Entity	Neutral	0.68	Assertion	1
931657784852209665	كان الحصار ضد قطر سياسي لكنه تراجع مع الوقت فأصبح حصار اقتصادي ، انتظرو قليلاً وستخف هذه الحدّه أمام ثبات قطر وسلامة موقفها منذ البداية وسنكتشف ان الأزمة برمتها مجرد عواطف وانفعال صبياني ، والأهم من ذلك ان واقع الخليج حالياً ومستقبلاً لا يحتمل مثل هذه الرعونة	Entity	Negative	1	Expression	1
930991353055661952	#إسراء_عبد_الفتاح المجاهده مازالت تجاهد من اجل الفقراء https://t.co/auV5vITIfn #تصفيات_كاس_العالم #اسطوانه_البنت #السيسي_لايعرف_المستحيل https://t.co/Nv6RmE2YG	Event	Neutral	0.66	Assertion	0.66
928561363563241474	انا كنهى استفدت ايه * وش مرتضي منصور*	Entity	Negative	1	Expression	0.67
929127962435358720	بعد استعباد #داعش لها لمدة 20 شهر، الناشطة العراقية الايزيدية لمياء بشار تمثل العراق في منتدى شباب العالم بشرم الشيخ https://t.co/PHKjwHGnVW #الدولة_الإسلامية #باقية_وتتمدد _	Event	Positive	0.34	Assertion	0.66
927154521175937024	جيرارد: محمد صلاح أفضل لاعب في ليفربولhttps://t.co/pz7jEdxEO	Entity	Positive	1	Expression	1
927554451623284737	راديو مصر 88.7 FM | استقبل السيد الرئيس/ عبد الفتاح السيسي اليوم بشرم الشيخ الرئيس الفلسطيني/ محمود عباس https://t.co/MlPP6hwvZD	Entity	Neutral	1	Assertion	1
931022886026076160	أهداني السيد قذاف الدم كتابه التوثيقي هذا، وفيه ملامح مهمة للأحداث والتاريخ،عن مؤامرة #الربيع_العربي والدور القطري فيها. إنه مرجع مهم جداً. https://t.co/j8HsjcTubo	Long_Standing	Negative	0.67	Expression	0.7
932142767718797312	" شكراً سيدي محمد بن سلمان لن نوفيك حقك الا بالدعاء لك فقد صنعت المجد لبلدي بعد توفيق الله فقط للتذكير عن رايك ب "" ازمة قطر وانها صغيره جداً جداً جداً "" واثبتها وزير خارجية قطر بوصف بلده بالسندويشه وكل يوم تتجلى فراستك ودهائك حفظك الله"	Entity	Positive	1	Expression	1
929487950118825984	President Abdel Fatah Al Sisi: This forum is a chance to get rid of negative energy; it gave us positivity #EgyptToday #WYF2017 #WeNeedToTalk #ThisIsEgypt #Egypt #السيسي #منتدي_شباب_العالم	Event	Positive	1	Assertion	0.68
929696289763287040	تحياتى للنجم المتألق محمد صلاح مزيدا من التقدم والاذدهار يانجم	Entity	Positive	1	Expression	1
930208052904685056	أصبحت السويد اول منتخب يتأهل الى #كأس_العالم بعد ان واجه 3 منتخبات سبق وان لعبت في نهائي المونديال (هولندا/فرنسا/ايطاليا) #تصفيات_كأس_العالم #الملحق_الاوروبي #ايطاليا_السويد	Event	Neutral	1	Assertion	0.7
929987700920164353	كرم قائد ابتدائية #العلم_النافع الأستاذ ياسر الحازمي المعلمين المتميزين في تنفيذ التعلم النشط وهم عبد الرؤوف عبد الحميد ، عزمي عرفة ، ضياء رزق في حضور مشرف اللغة العربية سعيد إمام ووكيل القسم السعودي محمد العطار ووكيل المسار المصري صلاح عبد الستار https://t.co/4TxKmDjCzw	Entity	Neutral	0.67	Assertion	1
932105031062401025	صلاح الخير ... 💙 ابو صلاح هداف الدورى الإنجليزي ⚽ #محمد_صلاح	Entity	Positive	1	Expression	0.69
929073969105383040	"اهداف مباراة السنغال ٢-٠ جنوب افريقيا "" الأهداف كاملة "" تصفيات كأس العالم:"	Event	Neutral	1	Assertion	1
931812487510548480	فيديو🎥: موقف #ألمانيا من #أزمة_قطر: لقد حان الوقت للوحدة وليس للفوضى. نحن بحاجة إلى منطقة خليجية موحدة لتحقيق إمكاناتنا المشتركة. منذ بداية الأزمة، شاركت الدبلوماسية الألمانية بنشاط وستواصل العمل على إيجاد حل دبلوماسي للصراع. #أزمة_الخليج #قطر https://t.co/ERkTc4Ipez	Entity	Positive	0.68	Assertion	1
929781722023170048	فى تصفيات كأس العالم اسف الفرحة لخبطتتنى	Event	Positive	0.64	Expression	1
931164730621864960	وإشاعة أن سبب الازمه هو ثورة يناير أو الإخوان وفى بعض الأحيان تركيا وقطر	Long_Standing	Neutral	0.64	Expression	0.69
930552927923694976	تصفيات كأس العالم - إياب الملحق الأوروبي : الدانمارك تتأهل إلى كأس العالم بعد فوزها خارج ميدانها على إيرلندا 5 - 1.	Event	Neutral	1	Assertion	1
927845635428151297	السلام عليكم يا اخوتي العرب . بالله عليكم يا دول ازمة الخليج كفاكم فضح اسراركم وتجريح بعضكم . فأين يختفي هذا اذا تصالحتم والصلح قادم .	Entity	Mixed	0.66	Request	0.67
930031605376339968	للأسف بدأت الجزيرة تسقط من اهتمامنا بعد ان تحول خطابها الى بوق لايران وحزب اللات والحوثيين نكاية بالسعودية ..لست مع سياسة السعودية في محاربة الاسلاميين وثورات الربيع العربي ودعم الثورات المضادة ،ولكن نهج الجزيرة الحالي يفتقد للمهنية	Long_Standing	Negative	1	Expression	1
930907282199768960	"J aime une vidéo  : ""شاهد جميع اهداف منتخب المغرب المجنونة في تصفيات كأس العالم"	Event	Neutral	0.66	Assertion	0.66
927923513637441536	اهنئ سيدي خادم الحرمين الشريفين وسمو ولي العهد #محمد_بن_سلمان والشعب السعودي والأمتين العربية والإسلامية بـ #عيد_الاضحى_المبارك	Event	Positive	1	Expression	1
928013826603323393	بجيب توأم اسميهم تيران وصنافير	Long_Standing	Mixed	0.33	Expression	0.33
932047391829741569	سجنوا ماهينور المصري المحامية الحقوقية لرفضها بيع أرض وطنها #تيران_وصنافير المدنيين بيدفعوا عن الوطن والعسكريين بيبيعوا سمك 😔😢	Long_Standing	Negative	1	Expression	1
931872970611548160	كان الشعار وقف خطر #إيران والتصدي لمشروعها ولكن هذه هي المحصلة والنتيجة : #العراق: تم تسليمه إلى الحشد الشيعي #اليمن: تم بسط سيطرة الحوثي #الخليج : تم #حصار_قطر #لبنان : تم احتجاز الحريري وفي كل ذلك لم تمس إيران بسوء! ألا ما أسعدها بأعدائها وإنجازاتهم!!	Entity	Negative	0.68	Assertion	1
929053440906551040	#حقيقه_قناه_الجزيره عملت هذ القناه كل هذه السنوات على التحريض وبث سمومها في العالم العربي وهي من اثار الشعوب على حكوماتها في بدايات الربيع العربي	Long_Standing	Negative	1	Expression	1
931845546016460801	الأوطان لا تُبنى بالخواطر ، الأوطان تُبنى بالإلتزام والإنضباط الرئيس /عبد الفتاح السيسى - افتتاح غليون	Entity	Positive	0.66	Assertion	0.63
928778852050046976	" #منتدى_شباب_العالم المنتدي تعبير عن الايه الكريمه بالقرآن الكريم ""وجعلناكم شعوبا وقبائل لتعارفوا"" صدق الله العظيم 😍😍"	Event	Positive	1	Expression	1
927831803615903744	السيسى مش بيبنى مصر بس السيسى بيبنى العالم كله وبيقرب بين شبابه#منتدى_شباب_العالم https://t.co/nOXKIAHeYa	Event	Positive	1	Expression	1
930810143490629632	ركزنا والله وراحت #تيران_وصنافير	Long_Standing	Negative	1	Expression	1
930416054785990656	أجمل 3 لحظات بالنسبة لي في تصفيات كأس العالم 2018 😍 https://t.co/m999RMgd5m	Event	Positive	1	Expression	1
930732337633079040	هم الاخوان أو انتم ياسيسياوية باخزب الكنبة اشاركتم في ثورة يناير انتم سرقتم ثورة يناير وآية رايك اصدقائي ظباط سابقين ب	Long_Standing	Negative	1	Expression	1
928762384960933888	#السيسي بالجلسه الختاميه لمنتدى شباب العالم ثقتى بحماستكم غير محدوده صنعتم ايقونه للحماس والنقاء ويؤكد .. متمسك بحلم شباب مصر فى مستقبل خالى من النزاعات والجهل ولن اقول لكم وداعاً وانما اقول لكم اهلاً بكم فى نسخه منتدى ٢٠١٨ تحيا مصر بأعظم قائد فى العالم	Event	Positive	1	Expression	1
932169811651715072	هوة باع النيل بس ؟ وباع تيران وصنافير وباع البحر الابيض المتوسط و الوراء ده بلحة	Long_Standing	Negative	1	Expression	1
927846850228502528	عندما يتكلم اليمني ،،، الجميع يصمت ،،،كلمة الطالب سهيل اليماني في منتدى شباب العالم المنعقد في شرم الشيخ ،،،... https://t.co/fStVVSGEVI	Event	Neutral	0.66	Assertion	0.66
927858800949972992	#منتدي_شباب_العالمالحمدلله انى لسه فيه شباب عايشين .	Event	Positive	0.35	Expression	0.68
929330727333847040	ثور جاكوب جوهانسون يتغلب على بوفون وايطاليا في تصفيات كأس العالم (من ) https://t.co/EM6JkpvwDs	Event	Neutral	1	Assertion	1
929817761756385280	بعد اعتراف وزير خارجية قطر حول كيفتامروا مع السعوديه لتنفيذ هذا المشروعالاميكي واحد يكلمني عن الربيع العربياكسر لقفه ماعاد الا الخوانه يقدسونه لانهمكانوا اداة من ادواته وقدنا بين اكسر القافهمبدون مايذكروه	Long_Standing	Negative	1	Expression	1
926839769602183168	منذ مسرحية تيران وصنافير لتميع القضية وطلبة من الثوار الانصراف وانتظار حكم القانون وانا اعلم انة كومبارس جديد	Long_Standing	Negative	1	Expression	1
932158423155781632	بعد مرور سنوات من الربيع العربي صار عند الغرب المجرم بطلاً قومياً مكافحاً للإرهاب والشعوب هي الشريرة الثورة تمرض ولا تموت	Long_Standing	Negative	1	Expression	1
929458063979044865	#أخبار_مصر #egynews “القابضة للمطارات” تشيد بجهود العلاقات العامة خلال منتدى شباب العالم https://t.co/GQj7dehxXX https://t.co/ICk4SADPii	Event	Neutral	1	Assertion	1
928581140524433408	#مصر حالفتنا لإنها ضد سياسات #قطر وبإنها تضرّرت منها بشكل مُباشر! ومن المفترض أن تكون بذرة مقاطعة #خطر عنوان الشراكة لدحر الشيطان الأكبر	Entity	Negative	0.67	Expression	1
930222487094390016	😂😂😂😂😂😂سليم الانصاري طلع امبارح من تصفيات كأس صيدله وبوفون طلع النهارده من تصفيات كأس العالم كم انتي قاسيه يا كرة القدم علي هذين الاسطورتين 💔✋ https://t.co/z0bglkPOgX	Event	Negative	0.64	Expression	1
929257972873691008	"رسميًا ""ماركو فيراتي"" سيغيب عن إيطاليا في مباراة الإياب ضد السويد بسبب تراكم البطاقات الصفراء #تصفيات_كأس_العالم… https://t.co/ofvFmdPLUG"	Event	Negative	0.66	Assertion	1
929498571182878721	جايك الدور قريب ياعميل أولاً اسمه المشير خليفة حفتر وهو أشرف منك عالأقل ماباعش وطنه وقعد فيه مش هرب وباع روحه وهله للأجانب يهود هظا حد اللي تقدروا عليه	Event	Negative	1	Expression	1
929471252988858369	#منتدى_شباب_العالم الممثلةالأمريكية هيلين هانت تعلمنا فى الولايات المتحدة ان مصر أم الحضارات #تحيا_مصر https://t.co/1TtZx1SZPk	Event	Positive	1	Assertion	0.65
931266652783758976	#كلام_كبير . هل أفشلت دول الخليج الربيع العربي؟	Long_Standing	Mixed	0.34	Question	1
